instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,title,iscross
"Eudell,Demetrius L.",..T.R.. 08:50AM-10:10AM;,PAC002;,30,4,4,13,NA,3,3,8,8,FALSE,01,HIST241,Spring2018,From Romanus Pontifex (1454) to Black Lives Matter: Race and the Formation of the Modern World,FALSE
"L�pez Fadul,Valeria",..T.R.. 08:50AM-10:10AM;,PAC422;,30,5,5,-1,NA,3,3,10,4,FALSE,01,HIST245,Spring2018,Modern Latin America Since 1810,TRUE
"Twagira,Laura Ann",..T.R.. 10:20AM-11:40AM;,SCIE113;,30,4,4,9,NA,3,3,8,8,FALSE,01,HIST267,Spring2018,Development in Question: Conservation in Africa,TRUE
"Erickson,Paul Hilding",..T.R.. 10:20AM-11:40AM;,PAC107;,30,5,5,0,NA,5,5,5,5,FALSE,01,HIST287,Spring2018,Science in Modernity and After: 20th-Century Science and Technology,TRUE
"Lennox,Jeffers",..T.R.. 10:20AM-11:40AM;,ZLKA106;,25,5,5,9,NA,4,3,4,4,FALSE,01,HIST298,Spring2018,"Oh Canada:  Creating the Northern Neighbour, 1776--1896",FALSE
"Erickson,Paul Hilding",...W... 07:10PM-10:00PM;,BOGH115;,19,4,5,-4,NA,3,3,4,0,FALSE,01,HIST307,Spring2018,The Economy of Nature and Nations,TRUE
"Pinch,William R.",...W... 01:20PM-04:10PM;,CFH106;,15,2,6,11,NA,0,3,4,0,FALSE,01,HIST315,Spring2018,"Global Histories: Problems in Scale, Scope, Depth, and Time",TRUE
"Lennox,Jeffers",.....F. 01:20PM-04:10PM;,BOGH115;,15,3,3,3,NA,3,3,3,0,FALSE,01,HIST324,Spring2018,Homelands and First Nations: Native Worlds in North America,FALSE
"López Fadul,Valeria",..T.R.. 01:20PM-02:40PM;,FISK312;,15,2,3,-1,NA,2,2,4,2,FALSE,01,HIST335,Spring2018,"Nature, Science, and Empire in Early Latin America",TRUE
"Masters,Bruce A.",..T.R.. 08:50AM-10:10AM;,PAC136;,15,4,4,2,NA,2,2,3,0,FALSE,01,HIST337,Spring2018,Mystical Traditions in Islam,TRUE
"Halvorson,Charles",...W... 01:20PM-04:10PM;,ANTH6;,14,0,4,5,NA,4,4,2,NA,FALSE,01,HIST357,Spring2018,Regulatory Capitalism: The History of the Modern Administrative State in America,FALSE
"Greene,Nathanael",.M..... 01:20PM-04:10PM;,PAC422;,19,6,4,4,NA,4,3,2,0,FALSE,01,HIST371,Spring2018,Fascism,FALSE
"Tan,Ying Jia",.M.W... 02:50PM-04:10PM;,PAC136;,15,4,3,2,NA,3,3,2,0,FALSE,01,CHUM307,Spring2018,Anthropocene as Modern Grand Narrative,TRUE
"Smolkin,Victoria",...W... 01:20PM-04:10PM;,PAC422;,15,2,2,2,NA,3,3,5,0,FALSE,01,HIST395,Spring2018,"""If there is no God, then everything is permitted?"" Moral Life in a Secular World",TRUE
"Grabel,Laura B.   Gruen,Lori",..T.R.. 01:20PM-02:40PM;,SCIE121;,60,0,0,-3,NA,15,15,15,15,FALSE,01,BIOL118,Fall2017,Reproduction in the 21st Century,TRUE
"Springer,Elise",.M.W... 10:50AM-12:10PM;,VVO110;,35,5,10,9,NA,2,3,8,7,FALSE,01,PHIL212,Fall2017,Introduction to Ethics,TRUE
"Gruen,Lori",..T.R.. 02:50PM-04:10PM;,FISK413;,30,3,3,-1,NA,3,3,9,9,FALSE,01,PHIL215,Fall2017,"Humans, Animals, and Nature",TRUE
"Feldman,Alex",.M.W... 01:20PM-02:40PM;,FISK413;,35,7,8,0,NA,2,2,9,7,FALSE,01,PHIL217,Fall2017,Bioethics and Social Justice,TRUE
"Springer,Elise",..T.R.. 08:50AM-10:10AM;,BOGH110;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,01,PHIL218,Fall2017,Personal Identity and Choice,FALSE
"Feldman,Alex",..T.R.. 08:50AM-10:10AM;,FISK121;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,01,PHIL219,Fall2017,"Evil, Responsibility, and Forgiveness",FALSE
"Feldman,Alex",..T.R.. 10:20AM-11:40AM;,FISK121;,15,NA,NA,6,NA,NA,NA,NA,15,FALSE,02,PHIL219,Fall2017,"Evil, Responsibility, and Forgiveness",FALSE
"Shieh,Sanford",....R.. 07:10PM-10:00PM;,BOGH113;,19,1,1,1,NA,1,1,5,10,FALSE,01,PHIL232,Fall2017,Beginning Philosophy,FALSE
"Kanet,Sharisse Leigh",.M.W... 02:50PM-04:10PM;,FISK121;,25,5,5,3,NA,4,4,5,2,FALSE,01,PHIL286,Fall2017,Philosophy of Mind,TRUE
"Shieh,Sanford",..T.R.. 01:20PM-02:40PM;,FISK414;,25,5,5,14,NA,5,5,5,0,FALSE,01,PHIL292,Fall2017,Theory of Knowledge,FALSE
"Karera,Axelle",..T.... 07:10PM-10:00PM;,CFH106;,15,5,0,1,NA,0,5,5,NA,FALSE,01,CHUM323,Fall2017,"Necropolitics and Black ""Fugitive"" Politics",TRUE
"Irani,Tushar",.M...F. 10:50AM-12:10PM;,FEAS SEM;,19,NA,NA,1,NA,NA,NA,NA,19,FALSE,01,PHIL207,Spring2018,Live Like a Philosopher,FALSE
"Shieh,Sanford",..T.R.. 01:20PM-02:40PM;,DWNY113;,40,5,5,0,NA,0,0,10,20,FALSE,01,PHIL231,Spring2018,Reason and Paradox,FALSE
"Shieh,Sanford",....R.. 07:10PM-10:00PM;,BOGH113;,19,NA,NA,2,NA,1,2,8,8,FALSE,01,PHIL232,Spring2018,Beginning Philosophy,FALSE
"Feldman,Alex",..T.R.. 10:20AM-11:40AM;,JUDD113;,25,5,5,3,NA,5,5,5,0,FALSE,01,PHIL278,Spring2018,Political Philosophy,FALSE
"Rubenstein,Mary-Jane Victoria",..T.R.. 01:20PM-02:40PM;,FISK208;,25,6,5,1,NA,3,3,6,2,FALSE,01,RELI292,Spring2018,Reason and Revelation: An Introduction to the Philosophy of Religion,TRUE
"Kanet,Sharisse Leigh",.M.W... 02:50PM-04:10PM;,ZLKA106;,25,3,4,-3,NA,4,4,6,4,FALSE,01,PHIL283,Spring2018,Animal Law and Policy,FALSE
"Rouse,Joseph T.",..T.R.. 08:50AM-10:10AM;,ALLB103;,33,13,12,0,NA,3,3,2,NA,FALSE,01,SISP202,Spring2018,Philosophy of Science,TRUE
"Rouse,Joseph T.",..T.R.. 01:20PM-02:40PM;,FISK305;,25,8,8,10,NA,4,3,2,0,FALSE,01,PHIL294,Spring2018,Heidegger and the Being Question,FALSE
"Springer,Elise",.....F. 01:20PM-04:10PM;,RUSSMILLET;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,PHIL347,Spring2018,"Ethics, Ecology, and Moral Change",TRUE
"Feldman,Alex",..T.... 07:10PM-10:00PM;,ALLB304;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,PHIL359,Spring2018,Michel Foucault: Power and Its Products,FALSE
"Cameron,Ron",..T.R.. 01:20PM-02:40PM;,FISK302;,40,0,0,19,NA,0,5,10,25,FALSE,01,RELI151,Fall2017,Introduction to the Study of Religion,FALSE
"Sigalow,Emily",..T.R.. 08:50AM-10:10AM;,SCIE109;,30,4,5,21,NA,1,2,9,9,FALSE,01,RELI201,Fall2017,Introduction to The Hebrew Bible (Old Testament): From Canaan to Canon,TRUE
"Sigalow,Emily",..T.R.. 02:50PM-04:10PM;,BOGH112;,15,NA,NA,10,NA,NA,NA,NA,15,FALSE,01,RELI204,Fall2017,"Judaism(s): Religion, Power, and Identity in Jewish History",TRUE
"Olendzki,Andrew",.M.W... 01:20PM-02:40PM;,RSCSEM;,19,6,5,1,NA,0,0,4,4,FALSE,01,RELI208,Fall2017,The Buddha: His Life and Teachings,FALSE
"Feller,Yaniv",..T.R.. 08:50AM-10:10AM;,RSCSEM;,15,NA,NA,13,NA,NA,NA,NA,15,FALSE,01,RELI216,Fall2017,Jesus Through Jewish Eyes,TRUE
"Gottschalk,Peter S.",.M.W... 10:50AM-12:10PM; ..T.... 06:30PM-10:00PM;,FISK122;  JUDD116;,19,NA,NA,5,NA,NA,NA,NA,19,FALSE,01,RELI230,Fall2017,Cinematic Encounters: Muslims and/in/of the West,FALSE
"Cameron,Ron",.M.W... 02:50PM-04:10PM;,BOGH114;,19,1,3,7,NA,5,5,5,0,FALSE,01,RELI240,Fall2017,Religion in the Roman Empire,FALSE
"Quijada,Justine",.M.W.F. 09:50AM-10:40AM;,ALLB004;,15,NA,NA,5,NA,NA,NA,NA,15,FALSE,01,RELI270,Fall2017,Magical Money and Enchanted Capitalisms,FALSE
"Feller,Yaniv",.M...F. 02:50PM-04:10PM;,RSCSEM;,19,5,5,19,NA,5,4,0,NA,FALSE,01,RELI272,Fall2017,Thinking After the Holocaust,TRUE
"Olendzki,Andrew",.M.W... 08:20AM-09:40AM;,RSCSEM;,15,NA,NA,6,NA,NA,NA,NA,15,FALSE,01,RELI288,Fall2017,Buddhism in America: The Dharma Comes to Main Street,FALSE
"Quijada,Justine",..T.R.. 10:20AM-11:40AM;,BOGH113;,19,5,4,6,NA,4,4,2,0,FALSE,01,RELI299,Fall2017,Imagining Communities: National Religions and Political Rituals,TRUE
"Gottschalk,Peter S.",..T.R.. 10:20AM-11:40AM;,ALLB304;,19,4,4,1,NA,4,4,3,0,FALSE,01,RELI373,Fall2017,"Religion, Science, and Empire: Crucible of a Globalized World",TRUE
"Rubenstein,Mary-Jane Victoria",..T.R.. 08:50AM-10:10AM;,JUDD116;,40,0,5,8,NA,5,5,10,15,FALSE,01,RELI151,Spring2018,Introduction to the Study of Religion,FALSE
"Feller,Yaniv",..T.R.. 01:20PM-02:40PM;,BOGH115;,19,2,2,-2,NA,3,4,4,4,FALSE,01,RELI203,Spring2018,"Jews & Judaism:  Race, Religion, Culture",TRUE
"Gottschalk,Peter S.",..T.R.. 10:20AM-11:40AM;,BOGH110;,19,4,3,6,NA,3,3,3,3,FALSE,01,RELI205,Spring2018,"Dharma, Karma, and Living Among the God/desses: Hindu Lives",FALSE
"Olendzki,Andrew",.M.W... 10:50AM-12:10PM;,PAC104;,24,2,5,2,NA,6,5,6,0,FALSE,01,RELI207,Spring2018,Buddhist Psychology in Modern Perspective,FALSE
"Feller,Yaniv",...W.F. 10:50AM-12:10PM;,RSCSEM;,19,2,2,5,NA,3,4,4,4,FALSE,01,RELI213,Spring2018,Refugees & Exiles: Religion in the Diaspora,TRUE
"Gottschalk,Peter S.",.M.W... 01:20PM-02:40PM;,PAC136;,19,2,2,1,NA,3,3,5,4,FALSE,01,RELI221,Spring2018,Islam and Muslim Cultures,FALSE
"Quijada,Justine",.M.W... 01:20PM-02:40PM;,FISK302;,30,5,5,9,NA,5,5,5,5,FALSE,01,RELI289,Spring2018,"Indigenous Religions: Politics, Land, Healing",TRUE
"Cameron,Ron",.M.W... 02:50PM-04:10PM;,RSCSEM;,12,3,9,5,NA,0,0,0,0,FALSE,01,RELI398,Spring2018,Majors Colloquium in Religious Studies,FALSE
"Kus,Basak",..T.R.. 10:20AM-11:40AM;,SCIE109;,35,NA,NA,6,NA,NA,NA,10,25,FALSE,01,SOC151,Fall2017,Introductory Sociology,FALSE
"Patterson-Faye,Courtney",..T.R.. 10:20AM-11:40AM;,BOGH115;,30,NA,NA,3,NA,NA,NA,12,18,FALSE,02,SOC151,Fall2017,Introductory Sociology,FALSE
"Rosenthal,Rob",.M.W.F. 10:50AM-11:40AM;,PAC421;,35,NA,NA,0,NA,1,2,10,22,FALSE,03,SOC151,Fall2017,Introductory Sociology,FALSE
"Rosenthal,Rob",.M.W.F. 09:50AM-10:40AM;,PAC421;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,04,SOC151,Fall2017,Introductory Sociology,FALSE
"Autry,Robyn Kimberley",...W.F. 10:50AM-12:10PM;,PAC104;,20,12,8,2,NA,0,0,0,0,FALSE,01,SOC202,Fall2017,Sociological Analysis,FALSE
"Boggs,Abigail Huston",..T.R.. 01:20PM-02:40PM;,PAC421;,22,13,7,3,NA,NA,NA,2,NA,FALSE,01,SOC212,Fall2017,Sociology and Social Theory,FALSE
"Kus,Basak",..T.R.. 02:50PM-04:10PM;,PAC125;,20,3,7,3,NA,0,2,8,NA,FALSE,01,SOC222,Fall2017,Political Sociology,FALSE
"Goldberg,Greg",.M.W... 02:50PM-04:10PM;,JUDD113;,25,8,8,0,NA,2,2,5,0,FALSE,01,SOC234,Fall2017,Media and Society,FALSE
"Boggs,Abigail Huston",..T.R.. 10:20AM-11:40AM;,BOGH110;,19,5,5,1,NA,2,2,5,NA,FALSE,01,SOC244,Fall2017,Feminist and Queer Theories of Social Reproduction,TRUE
"Autry,Robyn Kimberley",...W... 01:20PM-04:10PM;,PAC136;,19,5,5,1,NA,4,3,2,NA,FALSE,01,SOC284,Fall2017,Memory and Violence,FALSE
"Patterson-Faye,Courtney",..T.... 01:20PM-04:10PM;,PAC136;,19,5,5,0,NA,2,2,5,0,FALSE,01,SOC308,Fall2017,"Baby Got Back: Embodiment, Gender, and Sexuality in Black Music",FALSE
"Carey Best,Peggy",...W... 01:20PM-04:10PM;,FISK412;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,SOC315,Fall2017,The Health of Communities,TRUE
"Goldberg,Greg",.M.W... 10:50AM-12:10PM;,RSCSEM;,15,15,NA,6,NA,NA,NA,NA,NA,FALSE,01,NANA,NANA,Advanced Research Seminar: Assembling the Self,FALSE
"Cutler,Jonathan",...W... 07:10PM-10:00PM;,ALLB113;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,SOC405,Fall2017,Sociology Thesis Seminar,FALSE
"Goldberg,Greg",.M.W... 10:50AM-12:10PM;,PAC422;,35,NA,NA,2,NA,NA,NA,14,21,FALSE,01,SOC151,Spring2018,Introductory Sociology,FALSE
"Patterson-Faye,Courtney",..T.R.. 10:20AM-11:40AM;,BOGH114;,35,NA,NA,0,NA,NA,NA,14,21,FALSE,02,SOC151,Spring2018,Introductory Sociology,FALSE
"Kus,Basak",..T.R.. 01:20PM-02:40PM;,PAC125;,35,NA,NA,2,NA,NA,NA,15,20,FALSE,03,SOC151,Spring2018,Introductory Sociology,FALSE
"Kus,Basak",..T.R.. 10:20AM-11:40AM;,PAC136;,35,NA,NA,7,NA,NA,NA,10,25,FALSE,04,SOC151,Spring2018,Introductory Sociology,FALSE
"Autry,Robyn Kimberley",...W.F. 10:50AM-12:10PM;,ZLKA106;,20,12,8,0,NA,0,0,0,0,FALSE,01,SOC202,Spring2018,Sociological Analysis,FALSE
"Boggs,Abigail Huston",..T.R.. 02:50PM-04:10PM;,FISK314;,20,11,5,1,NA,NA,NA,4,NA,FALSE,01,SOC212,Spring2018,Sociology and Social Theory,FALSE
"Goldberg,Greg",.M.W... 02:50PM-04:10PM;,PAC104;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,SOC260,Spring2018,Sound and Screen,FALSE
"Kaye,Kerwin",..T.R.. 02:50PM-04:10PM;,FISK414;,25,7,7,5,NA,7,4,0,0,FALSE,01,SOC293,Spring2018,Pleasure and Power: The Sociology of Sexuality,TRUE
"Cutler,Jonathan",.M.W... 10:50AM-12:10PM;,SCIE72;,15,4,4,-1,NA,2,2,3,NA,FALSE,01,SOC302,Spring2018,Paternalism and Social Power,FALSE
"Carey Best,Peggy",...W... 01:20PM-04:10PM;,CAMS 3;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,SOC313,Spring2018,"Time, Masks, Mirrors: Aging in America",FALSE
"Boggs,Abigail Huston",..T.R.. 10:20AM-11:40AM;,ALLB113;,15,8,7,8,NA,NA,NA,NA,NA,FALSE,01,NANA,NANA,Advanced Research Seminar: Introduction to Critical University Studies,FALSE
"Patterson-Faye,Courtney",..T.R.. 01:20PM-02:40PM;,PAC136;,15,8,7,4,NA,NA,NA,NA,NA,FALSE,01,NANA,NANA,"Advanced Research Seminar: Hot Mamas: Black Women, Sexuality, and Body Size",FALSE
"Cutler,Jonathan",....R.. 07:10PM-10:00PM;,ALLB113;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,SOC406,Spring2018,Sociology Thesis Seminar,FALSE
"Epstein,Jeff",..T.... 08:50AM-10:10AM; ....R.. 08:50AM-10:10AM;,SCIE638;  SCIE72;,19,NA,NA,0,NA,3,3,5,8,FALSE,01,COMP112,Fall2017,Introduction to Programming,FALSE
"Krizanc,Daniel",..T.... 08:50AM-10:10AM; ....R.. 08:50AM-10:10AM;,SHAN107;  SCIE74;,19,NA,NA,1,NA,3,3,5,8,FALSE,02,COMP112,Fall2017,Introduction to Programming,FALSE
"Morehouse,Edward",..T.... 08:50AM-10:10AM; ....R.. 02:50PM-04:10PM;,SCIE121;  SCIE103;,19,NA,NA,5,NA,3,3,5,8,FALSE,03,COMP112,Fall2017,Introduction to Programming,FALSE
"Krizanc,Daniel",..T.... 08:50AM-10:10AM; ...W... 08:20AM-09:40AM;,SHAN107;  SCIE74;,19,NA,NA,5,NA,3,3,5,8,FALSE,04,COMP112,Fall2017,Introduction to Programming,FALSE
"Krizanc,Daniel",..T.... 08:50AM-10:10AM; ...W... 01:20PM-02:40PM;,SHAN107;  SCIE74;,19,NA,NA,1,NA,3,3,5,8,FALSE,05,COMP112,Fall2017,Introduction to Programming,FALSE
"Morehouse,Edward",..T.... 08:50AM-10:10AM; ....R.. 01:20PM-02:40PM;,SCIE121;  SCIE103;,19,NA,NA,2,NA,3,3,5,8,FALSE,06,COMP112,Fall2017,Introduction to Programming,FALSE
"Morehouse,Edward",..T.... 08:50AM-10:10AM; ....R.. 10:20AM-11:40AM;,SCIE121;  SCIE103;,19,NA,NA,0,NA,3,3,5,8,FALSE,07,COMP112,Fall2017,Introduction to Programming,FALSE
"Licata,Dan",..T.R.. 02:50PM-04:10PM;,SCIE113;,19,NA,NA,2,NA,3,3,5,8,FALSE,01,COMP115,Fall2017,How to Design Programs,FALSE
"Manfredi,Victoria Ursula",..T.R.. 10:20AM-11:40AM; ...W... 01:20PM-02:40PM;,SCIE121;  SCIE72;,19,NA,NA,-2,NA,0,0,12,7,FALSE,01,COMP211,Fall2017,Computer Science I,FALSE
"Manfredi,Victoria Ursula",..T.R.. 10:20AM-11:40AM; ...W... 02:50PM-04:10PM;,SCIE121;  SCIE72;,19,NA,NA,-5,NA,0,0,12,7,FALSE,02,COMP211,Fall2017,Computer Science I,FALSE
"Danner,Norman",..T.R.. 10:20AM-11:40AM; ...W... 02:50PM-04:10PM;,FISK208;  SCIE103;,25,NA,1,-1,NA,1,1,22,0,FALSE,01,COMP212,Fall2017,Computer Science II,FALSE
"Willis,Matthew James",.M.W... 02:50PM-04:10PM;,SCIE137;,40,0,0,4,NA,5,5,12,18,FALSE,01,MATH132,Fall2017,Elementary Statistics,FALSE
"Willis,Matthew James",..T.R.. 02:50PM-04:10PM;,SCIE139;,40,0,0,1,NA,5,5,12,18,FALSE,02,MATH132,Fall2017,Elementary Statistics,FALSE
"Chan,Wai Kiu",.M.W... 01:20PM-02:40PM;,SCIE141;,40,0,0,11,NA,0,0,15,25,FALSE,01,MATH221,Fall2017,Vectors and Matrices,FALSE
"Hildum,Alyson",..T.R.. 10:20AM-11:40AM;,SCIE141;,40,0,0,9,NA,0,0,15,25,FALSE,02,MATH221,Fall2017,Vectors and Matrices,FALSE
"Leidy,Constance",.M.W... 02:50PM-04:10PM;,SCIE141;,35,0,0,16,NA,1,1,13,20,FALSE,01,MATH223,Fall2017,Linear Algebra,FALSE
"Collins,Karen L.",.M.W.F. 08:50AM-09:40AM;,SCIE109;,30,0,6,17,NA,0,0,20,4,FALSE,01,MATH228,Fall2017,Discrete Mathematics,FALSE
"Hill,Cameron Donnay",..T.R.. 01:20PM-02:40PM;,SCIE139;,30,0,6,-2,NA,0,0,20,4,FALSE,02,MATH228,Fall2017,Discrete Mathematics,FALSE
"Ram�rez,Felipe A.",..T.R.. 10:20AM-11:40AM;,SCIE201;,30,8,8,1,NA,3,3,8,NA,FALSE,01,MATH231,Fall2017,An Introduction to Probability,FALSE
"Juhasz,Barbara Jean",.M.W... 10:50AM-12:10PM;,SCIE74;,19,0,0,0,NA,0,0,15,4,FALSE,01,PSYC200,Fall2017,Statistics: An Activity-Based Approach,FALSE
"Juhasz,Barbara Jean",.M.W... 02:50PM-04:10PM;,SCIE74;,19,0,0,0,NA,0,0,15,4,FALSE,02,PSYC200,Fall2017,Statistics: An Activity-Based Approach,FALSE
"Patalano,Andrea L.",..T.R.. 10:20AM-11:40AM;,SCIE74;,19,0,0,3,NA,0,0,15,4,FALSE,03,PSYC200,Fall2017,Statistics: An Activity-Based Approach,FALSE
"Karanian,Jessica M.",..T.R.. 08:50AM-10:10AM;,ALLB204;,19,0,0,1,NA,0,0,15,4,FALSE,04,PSYC200,Fall2017,Statistics: An Activity-Based Approach,FALSE
"Karanian,Jessica M.",..T.R.. 02:50PM-04:10PM;,SCIE74;,19,0,0,2,NA,0,0,15,4,FALSE,05,PSYC200,Fall2017,Statistics: An Activity-Based Approach,FALSE
"Diver,Kim",.M.W... 02:50PM-04:10PM;,ALLB204;,19,0,0,-1,NA,6,5,5,3,FALSE,01,QAC231,Fall2017,Introduction to (Geo)Spatial Data Analysis and Visualization,FALSE
"Oleinikov,Pavel V",.M.W... 01:20PM-02:40PM;,ALLB204;,19,0,0,-12,NA,5,5,5,4,FALSE,01,QAC241,Fall2017,Introduction to Network Analysis,TRUE
"Kabacoff,Robert Ira   Kara,Jake",..T.R.. 02:50PM-04:10PM;,ALLB204;,19,0,0,3,NA,5,5,5,4,FALSE,01,QAC250,Fall2017,Topics in Journalism: Introduction to Data Journalism,TRUE
"Rose,Jennifer S.",..T.R.. 01:20PM-02:40PM;,ALLB204;,16,0,0,1,1,6,6,3,0,FALSE,01,QAC312,Fall2017,Hierarchical Linear Models,FALSE
"Rose,Jennifer S.",..T.R.. 01:20PM-02:40PM;,ALLB204;,16,0,0,1,1,6,6,3,0,FALSE,01,QAC313,Fall2017,Latent Variable Analysis,FALSE
"Kabacoff,Robert Ira",.M.W... 10:50AM-12:10PM;,ALLB204;,19,0,0,0,1,7,7,4,0,FALSE,01,QAC385,Fall2017,Applications of Machine Learning in Data Analysis,FALSE
"Weir,Michael P.",.M.W.F. 10:50AM-11:40AM;,SCIE103;,20,5,5,-7,NA,0,0,5,5,FALSE,01,BIOL265,Spring2018,Bioinformatics Programming,TRUE
"Epstein,Jeff",..T.... 08:50AM-10:10AM; ....R.. 08:50AM-10:10AM;,SHAN107;  SCIE72;,25,NA,NA,0,NA,5,5,5,10,FALSE,01,COMP112,Spring2018,Introduction to Programming,FALSE
"Morehouse,Edward",..T.... 08:50AM-10:10AM; ....R.. 08:50AM-10:10AM;,SCIE109;  SCIE74;,25,NA,NA,0,NA,5,5,5,10,FALSE,02,COMP112,Spring2018,Introduction to Programming,FALSE
"Epstein,Jeff",..T.... 08:50AM-10:10AM; ....R.. 10:20AM-11:40AM;,SHAN107;  SCIE74;,25,NA,NA,2,NA,5,5,5,10,FALSE,03,COMP112,Spring2018,Introduction to Programming,FALSE
"Epstein,Jeff",..T.... 08:50AM-10:10AM; ....R.. 02:50PM-04:10PM;,SHAN107;  SCIE72;,25,NA,NA,2,NA,5,5,5,10,FALSE,04,COMP112,Spring2018,Introduction to Programming,FALSE
"Licata,Dan",..T.R.. 02:50PM-04:10PM;,SCIE109;,25,NA,NA,-4,NA,5,5,5,10,FALSE,01,COMP115,Spring2018,How to Design Programs,FALSE
"Shai,Saray",..T.R.. 10:20AM-11:40AM; ...W... 01:20PM-02:40PM;,SCIE58;  SCIE103;,25,NA,NA,-3,NA,2,0,8,15,FALSE,01,COMP211,Spring2018,Computer Science I,FALSE
"Lipton,James",..T.R.. 10:20AM-11:40AM; ...W... 02:50PM-04:10PM;,SCIE58;  SCIE103;,25,NA,NA,-5,NA,2,0,8,15,FALSE,02,COMP211,Spring2018,Computer Science I,FALSE
"Danner,Norman",..T.R.. 10:20AM-11:40AM; ...W... 02:50PM-04:10PM;,SCIE121;  SCIE72;,25,NA,NA,2,NA,1,2,12,10,FALSE,01,COMP212,Spring2018,Computer Science II,FALSE
"Danner,Norman",..T.R.. 10:20AM-11:40AM; ...W... 01:20PM-02:40PM;,SCIE121;  SCIE72;,25,NA,NA,11,NA,1,2,12,10,FALSE,02,COMP212,Spring2018,Computer Science II,FALSE
"Willis,Matthew James",..T.R.. 08:50AM-10:10AM;,SCIE141;,35,0,0,0,NA,5,5,10,15,FALSE,01,MATH132,Spring2018,Elementary Statistics,FALSE
"Willis,Matthew James",..T.R.. 02:50PM-04:10PM;,SCIE139;,35,0,0,3,NA,5,5,10,15,FALSE,02,MATH132,Spring2018,Elementary Statistics,FALSE
"Constantine,David A.",..T.R.. 10:20AM-11:40AM;,SCIE141;,40,0,0,0,NA,0,0,15,25,FALSE,01,MATH221,Spring2018,Vectors and Matrices,FALSE
"Hill,Cameron Donnay",..T.R.. 01:20PM-02:40PM;,SCIE141;,40,0,0,-1,NA,0,0,15,25,FALSE,02,MATH221,Spring2018,Vectors and Matrices,FALSE
"Chan,Wai Kiu",.M.W... 01:20PM-02:40PM;,SCIE137;,35,0,0,11,NA,0,0,13,22,FALSE,01,MATH223,Spring2018,Linear Algebra,FALSE
"Constantine,David A.",..T.R.. 08:50AM-10:10AM;,SCIE139;,30,0,6,7,NA,0,0,20,4,FALSE,01,MATH228,Spring2018,Discrete Mathematics,FALSE
"Li,Han",..T.R.. 01:20PM-02:40PM;,SCIE139;,30,0,6,13,NA,0,0,20,4,FALSE,02,MATH228,Spring2018,Discrete Mathematics,FALSE
"Ellis,Fred M.",..T.... 01:20PM-04:10PM;,SCIE72;,14,3,3,-1,NA,3,3,2,0,FALSE,01,PHYS340,Spring2018,Computational Physics,FALSE
"Xing,Chenmu",.M.W... 08:20AM-09:40AM;,SCIE103;,19,0,0,0,NA,0,0,9,10,FALSE,01,PSYC200,Spring2018,Statistics: An Activity-Based Approach,FALSE
"Shepherd,Caitlin Briana",..T.R.. 08:50AM-10:10AM;,SCIE103;,19,0,0,1,NA,0,0,9,10,FALSE,02,PSYC200,Spring2018,Statistics: An Activity-Based Approach,FALSE
"Shepherd,Caitlin Briana",..T.R.. 10:20AM-11:40AM;,SCIE103;,19,0,0,-2,NA,0,0,9,10,FALSE,03,PSYC200,Spring2018,Statistics: An Activity-Based Approach,FALSE
"Patalano,Andrea L.",.M.W... 01:20PM-02:40PM;,SCIE74;,19,0,0,0,NA,0,0,9,10,FALSE,04,PSYC200,Spring2018,Statistics: An Activity-Based Approach,FALSE
"Karanian,Jessica M.",..T.R.. 02:50PM-04:10PM;,SCIE103;,19,0,0,0,NA,0,0,9,10,FALSE,05,PSYC200,Spring2018,Statistics: An Activity-Based Approach,FALSE
"Oleinikov,Pavel V",..T.R.. 01:20PM-02:40PM;,ALLB204;,19,0,0,-6,NA,4,5,5,5,FALSE,01,QAC211,Spring2018,Digging the Digital Era: A Data Science Primer,FALSE
"Nazzaro,Valerie L.",.M.W... 02:50PM-04:10PM;,ALLB204;,19,0,0,-12,NA,5,5,5,4,FALSE,01,QAC251,Spring2018,Data Visualization: An Introduction,TRUE
"Kaparakis,Emmanuel I.",.M.W... 01:20PM-02:40PM;,ALLB204;,16,0,0,-5,1,6,6,3,0,FALSE,01,QAC311,Spring2018,Longitudinal Data Analysis,FALSE
"Nazzaro,Valerie L.",.M.W... 01:20PM-02:40PM;,ALLB204;,16,0,0,-7,1,6,6,3,0,FALSE,01,QAC314,Spring2018,Survival Analysis,FALSE
"Rose,Jennifer S.",.M.W... 08:20AM-09:40AM;,ALLB204;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,QAC380,Spring2018,Introduction to Statistical Consulting,TRUE
